"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7eAsHpOpbLgv4QhLyIAC1z","Janana Tana Ye Joda","spotify:artist:6rsxrM5AK2flLsUAgCHM0t","Erum Ashna","spotify:album:0vYYFk3cmi2qVxDYSdjNVR","Pa Ghurono Ye Pana Kram, Vol. 2412","spotify:artist:6rsxrM5AK2flLsUAgCHM0t","Erum Ashna","2019-09-01","https://i.scdn.co/image/ab67616d0000b2737923361dcc7271c46dcb22cc","1","6","362083","","false","0","QM7281973091","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0XfanpqFArJo0vZw7lReKP","Fjelle und Emil - Monstermäßig beste Freunde, Kapitel 46","spotify:artist:1BqLhQpgdm7j4x2mK96Fx2, spotify:artist:59pstO0xscHZI7bY2p9Q6D","Anne Scheller, Philipp Schepmann","spotify:album:7bA7VM8182qAOKENy1tQvR","Fjelle und Emil (gekürzt)","spotify:artist:1BqLhQpgdm7j4x2mK96Fx2","Anne Scheller","2019-03-22","https://i.scdn.co/image/ab67616d0000b2735fc6fba8176de1bb679248a2","1","46","178848","","false","0","DEXO11999981","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4MnePtcw86CnukKSOt7A5c","Schneesturm","spotify:artist:3sNVMCZYnmZahTOYO7BBuP","Ao.C","spotify:album:1RIhqTKyLsIhAgCvNSZ1JD","Schneesturm","spotify:artist:3sNVMCZYnmZahTOYO7BBuP","Ao.C","2021-01-31","https://i.scdn.co/image/ab67616d0000b2735dc426cdc58dae04a9bff4c5","1","1","134571","https://p.scdn.co/mp3-preview/762d23e77f5730464887b1af4abe1fe047bc1fd7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZFZ32112326","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:697yGfD0lJfREwBIV5qxLb","令和 NIGHT OF FIRE 〜渋谷大すこファイヤー〜 - Acapella","spotify:artist:3XX9Uob39j3MdaltNsufmZ","eggオールスターズ","spotify:album:1XygeETumo3cFC2ZAze3uS","令和 NIGHT OF FIRE 〜渋谷大スコファイヤー〜","spotify:artist:3XX9Uob39j3MdaltNsufmZ","eggオールスターズ","2019-08-21","https://i.scdn.co/image/ab67616d0000b273ed6a134c03d8edb68f22a1ea","1","3","121848","https://p.scdn.co/mp3-preview/94d72ac4f3b9cfe21e348dc32a3497ed9df76916?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","JPB601902484","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0h0CILONJrJLHiYO7PsKkJ","Flames of Eternity's Waltz","spotify:artist:6UL36cjbjKULoNZzMHrif6, spotify:artist:4OGJOCR3m1HC87JGx8cuEQ, spotify:artist:5lWKhMEB1HAYGo8i3AndCm","Musica para Meditar, Lullaby Land, Guided Meditation","spotify:album:0mclwRVlFlvhIqWlYVZwjc","Sounds of Nature | Mindful Living Music | Yoga | Calm Mind","spotify:artist:6UL36cjbjKULoNZzMHrif6, spotify:artist:4OGJOCR3m1HC87JGx8cuEQ, spotify:artist:5lWKhMEB1HAYGo8i3AndCm","Musica para Meditar, Lullaby Land, Guided Meditation","2024-06-25","https://i.scdn.co/image/ab67616d0000b2736db52175a701df71c77ee8f4","1","5","305454","","false","0","UKZVC2334289","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5sRIj2gIPeOqLnjmObwQ37","Downpresser (Dread Dub) - Radio Edit","spotify:artist:2a0ZjVvtZim1rxq6QsFs7f","Hassle","spotify:album:4BDNCUDEkEw9DtKtSL4wLz","Dub The Life You Love","spotify:artist:2a0ZjVvtZim1rxq6QsFs7f","Hassle","2021-10-07","https://i.scdn.co/image/ab67616d0000b27378d850eea7401ca952c0fddf","1","5","391493","https://p.scdn.co/mp3-preview/4b940fe1146c84cf428f0722a4db9077b77dd761?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZNWS2174086","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3Wfkcj0Yfhhv7hXnTMb05m","Belaguve Aaratiya","spotify:artist:4GJRxDwU2suG6tEATpKAhI","Daamodar","spotify:album:4P2ODteJeWQaM836BYCvzX","Tanama Devate Namo Namha","spotify:artist:4GJRxDwU2suG6tEATpKAhI","Daamodar","2018-03-28","https://i.scdn.co/image/ab67616d0000b27319551535a2004e99afe4e2a7","1","4","277315","https://p.scdn.co/mp3-preview/4321d6b0ca9741927f18ea6d92dc011f281985db?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR2X41804468","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3i7bSZrvRAjIjGm0pcXAV0","Jooeez","spotify:artist:3uvdPQvFhQP0h3Vt3zqAbR, spotify:artist:3USZ6Je3FRbO3XSSEbyFzI","K., Sören Schnabel","spotify:album:5wq8VItJW6UxIHa3ZMl1F2","Hänschen Klein","spotify:artist:3uvdPQvFhQP0h3Vt3zqAbR, spotify:artist:3USZ6Je3FRbO3XSSEbyFzI","K., Sören Schnabel","2008-02-01","https://i.scdn.co/image/ab67616d0000b2732d8f532503c4f639d495739c","1","1","169306","https://p.scdn.co/mp3-preview/05d5055b8da59cf4611d623a9b409b01fc1ed4a0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEZ650715540","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6rrpAYmx96HgeWOWUR1Mvf","Sonu Paar Lagayegi","spotify:artist:1QGTbYQCvS3hChVVwM0GFg","Jyoti Prakash","spotify:album:6W8ND8o0MuVwikOou6ttDH","Aaye Tere Darbaar Ni Maa","spotify:artist:1QGTbYQCvS3hChVVwM0GFg","Jyoti Prakash","2000-09-15","https://i.scdn.co/image/ab67616d0000b273be7e71d2a0b4b9d81beb63fa","1","6","326920","https://p.scdn.co/mp3-preview/a044a0d8108514f7f754ee02c6b8b1b0b3a2b304?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INV110000764","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3yjy9yEcfyXT4C3XRndiLj","Karibi Party - 2016 Update Remix","spotify:artist:1RI2nTjOQ907uoRzUuY256","UFO UpDaTE","spotify:album:2TSLL95O3QUDkrAwTrGwDc","2016/2017 Remix'S","spotify:artist:1RI2nTjOQ907uoRzUuY256","UFO UpDaTE","2017-04-28","https://i.scdn.co/image/ab67616d0000b2735c8fdf5a02fbcfae5ee690dd","1","3","200226","https://p.scdn.co/mp3-preview/b605b9abc3679a37808edc807d840ff261e8de6c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","HUA791700089","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0Dr9LqhTKQOPYB3e5O8H3e","Kingdom Hearts Theme I (Simple and Clean)","spotify:artist:5RXcwgb5AfGeYE8aVcA2OF","Dillon Forst","spotify:album:3Gd8JdmeudK49aXoqX6wax","Kingdom Hearts","spotify:artist:5RXcwgb5AfGeYE8aVcA2OF","Dillon Forst","2020-05-06","https://i.scdn.co/image/ab67616d0000b2739d6bea30e38f78ffd3bffe1b","1","1","172406","https://p.scdn.co/mp3-preview/8551858c3a69498c9abc18c2c5558fac73369604?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","QZES92029686","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3hgkJjPF4opnpy8Zgqt1mU","fragrance","spotify:artist:7kfncIHmaipqY8gZVWIQlT","eliburn","spotify:album:26Rlcuxqedlr44KaTjxPGq","weed + lemonade","spotify:artist:7kfncIHmaipqY8gZVWIQlT","eliburn","2024-01-26","https://i.scdn.co/image/ab67616d0000b273b45756e623a0af7ce271f161","1","12","144039","","true","0","QZFZ42433959","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1fMi32ZTullWnuHOgFVx8Y","Noturno No. 60","spotify:artist:6itYLyCigJfsZMoMeGnfXC","Sergio Olivé","spotify:album:4y5AJvqGfNSrBQTuf1HE56","Ancestrais Migrações, Vol. I e Ii","spotify:artist:6itYLyCigJfsZMoMeGnfXC","Sergio Olivé","2013-10-23","https://i.scdn.co/image/ab67616d0000b273b3500660f5a65fe879680121","2","11","194826","https://p.scdn.co/mp3-preview/3147f50f9a12d89e17521447b62accc1e4115020?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","BRADL1300060","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5G1mQuKjgywTp27ZjqFnGP","Galaxies","spotify:artist:7GwpkgeHKrNNvJEKtleCPS","Fallmob","spotify:album:0Jkc4lcIaDVBHK0COwR6r7","Galaxies","spotify:artist:7GwpkgeHKrNNvJEKtleCPS","Fallmob","2021-07-23","https://i.scdn.co/image/ab67616d0000b27368bdff7180a642d456ff5264","1","1","230375","","false","0","QZK6K2118471","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4qn4gPIe1D6uj3uJqerSxZ","우리는하나","spotify:artist:1YOZxYMkvY1uJU9B6TLCDE","윤복희","spotify:album:2Ql1Y1nB9BXESgJVbODjRo","윤항기와 윤복희","spotify:artist:6PrOigC10Nr4RZq61bRcZP","윤항기\, 윤복희\, 윤시내","2024-02-13","https://i.scdn.co/image/ab67616d0000b273a862d0fef62200ef132819f1","1","3","163841","https://p.scdn.co/mp3-preview/a0f71042c318bf9964fc2b267ac6cffc036d80d5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","KRRAR2403539","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1msrdLnU6FgzqXIyTEEDXd","Duesch Drenched","spotify:artist:3tdDej5PNxXBPKIxXiO2qf","Kinky Karl","spotify:album:7tcPK02HmvWkwxfhLxcyjU","Duesch Drenched","spotify:artist:3tdDej5PNxXBPKIxXiO2qf","Kinky Karl","2008-12-11","https://i.scdn.co/image/ab67616d0000b273775f2d7a8f6b8d540eb9ea25","1","6","249937","","true","0","QZHN82059402","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1VE4NJ3kAaJ7iFlkpiN3tF","Marvellous Backdrops for Humorous Classics","spotify:artist:79AZ63FVuKiXsuVVd1d31e","Smooth Jazz Sax Instrumental","spotify:album:0xg8hekHSQbjLGkdsVma2A","Music for Retro Afterhours - Jazz Quintet","spotify:artist:79AZ63FVuKiXsuVVd1d31e","Smooth Jazz Sax Instrumental","2024-04-09","https://i.scdn.co/image/ab67616d0000b273ca6cc4e45ea4a6e4128e5019","1","12","128545","","false","0","AUC1F8224771","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6hTsU7lLAzoeTDtH4tldnX","Leichte","spotify:artist:6mnrcwQsJpveK70R29By89","Musik für den Fokus Rille","spotify:album:1UGeRz7zFhHHfTCbkFcYe0","Sofortig (Geräusche)","spotify:artist:6mnrcwQsJpveK70R29By89","Musik für den Fokus Rille","2021-09-06","https://i.scdn.co/image/ab67616d0000b273b270b29eafe409bd84776927","1","5","100588","","false","0","QZL9X8294924","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3u4ldWCi9N738GjBS6V6I2","Kindertrauma","spotify:artist:19hsoFf9SpFBZPIUiyAebd","Experiment Nnord","spotify:album:1oAqLDIznxAmoD4qgdqMz4","Traumsequenz","spotify:artist:19hsoFf9SpFBZPIUiyAebd","Experiment Nnord","2007-02-16","https://i.scdn.co/image/ab67616d0000b27314a4d26ed751516377008064","1","10","259502","https://p.scdn.co/mp3-preview/71d3337fde979661ef3b735d7f6882f6dc3e06c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USDHM1800249","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0vxssTizO6HZxKA6i5ebug","Rakhu Jadi Tu","spotify:artist:2O1cwmryRMM2Jl81nNW4yb","Mahaprasad Kar","spotify:album:6XzDHTHNdX0EqN1uPeypYp","Naag Panchmi","spotify:artist:4OBWuiGl24SPIWoXkHPMD7","Prafullakar","1992-07-17","https://i.scdn.co/image/ab67616d0000b273749570c6195f88aa7abeec50","1","6","337906","https://p.scdn.co/mp3-preview/a6a3cd8e219ee0fd75b6b1c26f7934d45f05d85b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","INS189221047","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1tLCaYVCyHy7Yg8O2T0fIi","My Dark One","spotify:artist:4kIAcxxGfTgZmp2gs14OuA","The Sewer Cats","spotify:album:3jOV7Mei5jcIoWFY8ve0Yk","Cute Aggression","spotify:artist:4kIAcxxGfTgZmp2gs14OuA","The Sewer Cats","2022-04-15","https://i.scdn.co/image/ab67616d0000b2739fd9561b13c6aa24a7fe6d7e","1","3","145440","https://p.scdn.co/mp3-preview/66ff79bce4e57d159f31d1f71db99c045d37b476?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZDA82280857","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4nqPWC3vnN4HtpCKPc9vrQ","Casanova","spotify:artist:3jHQGgZPW7loVDVDm3a0Bl","Relikc","spotify:album:40eC0TGElGrvHVIem45Yc5","The Code of Antics","spotify:artist:3jHQGgZPW7loVDVDm3a0Bl","Relikc","2017-07-22","https://i.scdn.co/image/ab67616d0000b273dbc836f29a823a1bd8b204c1","1","8","154306","https://p.scdn.co/mp3-preview/2c7d5fd452e82ed7722fd275a4672092f7d7655a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","usdy41725602","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:2WE7Ec2aGYB19DqjAqmcfc","Inside (Extended Mix)","spotify:artist:0XOcl1zHdeEJxvrbgWpcTI","Better Lost Than Stupid","spotify:album:07IuwjErdGNqP9lfaYKUWd","Inside","spotify:artist:0XOcl1zHdeEJxvrbgWpcTI","Better Lost Than Stupid","2019-01-18","https://i.scdn.co/image/ab67616d0000b2732292a5697ab72bd1192dd948","1","2","324115","https://p.scdn.co/mp3-preview/3f0c3dceafe2260859e6e784d3078088cfc4374b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GB5KW1803324","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3czbbSzX44DfMtXA76w1g6","Dog and Cat Rest and Cool off with Natural Vibes and Nature Ambience pt. 8","spotify:artist:7faolmVD4RMkmZ84Zv18Cj","Dog Music","spotify:album:5naodFSrFKmftYwh4c5WIZ","Songs for Dogs and Cats","spotify:artist:7faolmVD4RMkmZ84Zv18Cj","Dog Music","2022-01-27","https://i.scdn.co/image/ab67616d0000b273a9b7e4868239e1f107b7bd3b","1","130","52000","","false","0","PL29Q2114834","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0yOcPeymDUSpwtBfe81RI2","Shakuhachi and Guitar Soundtrack for Sleepy Time","spotify:artist:6HWaUrdK7V1JpYv5u21AfB","Easy Listening Sleeping Music Zone","spotify:album:14QcLN4ojRm3oFfW0FMf06","Echoes of Sleeping","spotify:artist:6HWaUrdK7V1JpYv5u21AfB","Easy Listening Sleeping Music Zone","2020-11-08","https://i.scdn.co/image/ab67616d0000b273e1837f47a8f4276025b27a18","1","4","164861","","false","0","QZFQ59557893","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5xKxDwwUTjs5QzrdrANonI","Take Me Away","spotify:artist:4pXf8z1mk4RatX4IEM44cw","Sachila Chathnuka","spotify:album:6sQmrIO1rBEgyF6vJbHc16","Take Me Away","spotify:artist:4pXf8z1mk4RatX4IEM44cw","Sachila Chathnuka","2021-05-07","https://i.scdn.co/image/ab67616d0000b2733e9b7ca8a748edb633cdef40","1","1","215644","","false","0","QZAMM2134071","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4ZQxwlOBe4AkJ7IRb2HLAX","Stoney Lonely","spotify:artist:7FC0CgFYcXRiLYVnDRodJp","YungGeitsj","spotify:album:37QSFZYlfbqWk9e4B4uXD3","Stoney Lonely","spotify:artist:7FC0CgFYcXRiLYVnDRodJp","YungGeitsj","2019-01-27","https://i.scdn.co/image/ab67616d0000b2733af51737d650b5b81d9a8981","1","1","118806","https://p.scdn.co/mp3-preview/c8d96fbde844c9619ad021914e005c3cefdec6c4?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZ8LD1928682","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6Qe6nJaZXhYLnPr0PvUZ8W","Tyroler Felssen","spotify:artist:4zopJPNKaqtnnrQVreXIlV","Blue Star","spotify:album:79g6DLKeV4kv85kTC2C8RQ","Hopsasa","spotify:artist:4zopJPNKaqtnnrQVreXIlV","Blue Star","2017-10-12","https://i.scdn.co/image/ab67616d0000b2733b401e17afe477a90206dd43","1","4","189026","https://p.scdn.co/mp3-preview/4d312453e46679258bf65e576226ce29d11a3bf3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","FR0W61835279","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3fcd1NZLv4ZtnTdje0acDk","诗意的法国食物节奏","spotify:artist:4N7JD2efwHCiNWJGLEiZgc","餐厅音乐 宇宙","spotify:album:1SBFOaofuGXhWTTDt6P1ad","容易的餐馆声音","spotify:artist:4N7JD2efwHCiNWJGLEiZgc","餐厅音乐 宇宙","2021-05-14","https://i.scdn.co/image/ab67616d0000b2735d732619b30b16efb85a45df","1","10","127059","","false","0","QZFQ57857759","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6QHlY7Xt4NJiaYG290en72","Coco & Neige - Radio Edit","spotify:artist:7BxCphuxIyMvElsqF9sLM8","Adonis FR","spotify:album:26i8MhTg8IDOy75JEEXJkb","The Owl Looks","spotify:artist:7BxCphuxIyMvElsqF9sLM8","Adonis FR","2023-05-19","https://i.scdn.co/image/ab67616d0000b2734ba3848ffa81ca174f51d9c1","1","2","264960","https://p.scdn.co/mp3-preview/c6c42febf686e64edb80bae9e2dad07183b9a150?cid=9950ac751e34487dbbe027c4fd7f8e99","false","25","QZNW72301987","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1wHFd4r6IWZGRnORe1Avl1","Fly","spotify:artist:0Okx8QDxCAI5TOPJKziJ6m","littleboiSio","spotify:album:00iwVOZ1VGAlQDVGL9tl5x","Flannels n Robes","spotify:artist:0Okx8QDxCAI5TOPJKziJ6m","littleboiSio","2019-11-01","https://i.scdn.co/image/ab67616d0000b273d2539d8f795be857d3838872","1","2","166462","","false","0","SEYOK1952480","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6nO3kdHxQLaxrqIjF5oITN","Rutter: Dancing Day: Interlude","spotify:artist:4GcVLY7im8ZWCf8rkwz67G, spotify:artist:4bbroX2YkedHtH0AHeYZFN","Cor Infantil Amics de la Unió, Josep Vila i Jover","spotify:album:7g7vAVYwBTJj97MvJvysQm","There Is No Rose","spotify:artist:4GcVLY7im8ZWCf8rkwz67G, spotify:artist:4bbroX2YkedHtH0AHeYZFN","Cor Infantil Amics de la Unió, Josep Vila i Jover","2012","https://i.scdn.co/image/ab67616d0000b2739ee7c1c93f79387f7057a9b7","1","17","283986","https://p.scdn.co/mp3-preview/b165573435fad2583a956a303788bb337f78adc6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","ES5881200087","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6XTjQhVSzEjl9zJQagmXSn","Wo wart ihr?","spotify:artist:7rrGyBhWXfj9ArDoLS38SG","LYZE Music","spotify:album:4gKRoDuOpmp6hkzJmSxLlL","NO CELEBRATION","spotify:artist:7rrGyBhWXfj9ArDoLS38SG","LYZE Music","2022-07-12","https://i.scdn.co/image/ab67616d0000b273e0f5428d22404197976be26c","1","3","192052","","true","0","QZK6F2257682","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3bljFTMISTNkZLETox1kfy","Nem por 1 Milhão","spotify:artist:3JahlD0vjH94rAAwcSI7ie","Kaelzinho Ferraz","spotify:album:0VrmGnjNMmES8H3llmWNbi","Maio 2K20","spotify:artist:3JahlD0vjH94rAAwcSI7ie","Kaelzinho Ferraz","2020-04-20","https://i.scdn.co/image/ab67616d0000b2739278a25cf112d5de7cd7bef5","1","16","201926","https://p.scdn.co/mp3-preview/aedf35250793947fa7a24e51bcdda8bac08ae129?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZEQU2037256","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0XUhhGKKpXePnFWIgKsN5K","愛の忘却","spotify:artist:2yOiw2vaWwRTGj8TNp9rGS","Claire Kobayashi","spotify:album:1V3ArJqn8aeeJP1UqwiZAd","Another Face","spotify:artist:2yOiw2vaWwRTGj8TNp9rGS","Claire Kobayashi","2017-12-24","https://i.scdn.co/image/ab67616d0000b2736bc4a6655ea26d636f5cb3d4","1","1","245026","https://p.scdn.co/mp3-preview/885d87592ffc192d6e00a70a6fa30bbe687dfa40?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","JPB601753775","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:7gRoqdEJTZZA2m8Pe1soCc","Kapitel 33 - Das Manifest - Die Totenbändiger, Band 13","spotify:artist:3JfddwY5HteM4YDxlIMtMg, spotify:artist:3oER9U5DtO7HZCsZOQOYdr","Nadine Erdmann, Günter Merlau","spotify:album:3TPZibTvlMQy8eIhIzeAB7","Das Manifest [Die Totenbändiger, Band 13 (Ungekürzt)]","spotify:artist:3JfddwY5HteM4YDxlIMtMg","Nadine Erdmann","2023-04-07","https://i.scdn.co/image/ab67616d0000b27362d0fba1b7e3f4fc306a3b29","1","33","192506","https://p.scdn.co/mp3-preview/6dce8ea21a2059932d9ee7efa9032b1aeee3abac?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEXO62215271","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:4yRiMALr651TjMoXMWIKGy","Benoît","spotify:artist:1lUYXQSmFBzO6j9IAqsHD9","Doobie","spotify:album:3bHLzYeT8kTER6MkwF092h","Organik","spotify:artist:1lUYXQSmFBzO6j9IAqsHD9","Doobie","2019-06-01","https://i.scdn.co/image/ab67616d0000b2732a053aa76254ccf31fa2b958","1","5","499714","https://p.scdn.co/mp3-preview/f2d122ea823e461bb5228877d71e25a066bfb094?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEAR41917998","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:3FsmCndeWyV8Bzm9qAHL0C","Seashell Made of Metal","spotify:artist:3nMv3NiU8G7EPqOx9a8taL","Ajinxeu","spotify:album:7xZkN7KW3ffPoSLstNqkOy","Fermi Paradox","spotify:artist:3nMv3NiU8G7EPqOx9a8taL","Ajinxeu","2021-01-01","https://i.scdn.co/image/ab67616d0000b2737fa8ba03d4d093f19fed79af","1","6","221555","https://p.scdn.co/mp3-preview/40cd168cac6cc88b0a0f61e134099d6f3da6944b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZFYW2107081","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5b9maWHaZPSwmoK9yhtQT2","Intensamente Negro","spotify:artist:1Umr5YmJ7qDGiXuk1CfB6C","Pablo De","spotify:album:3gjwdgRsE4PcWOrlFmeQOY","Musica Instrumental con Rock Animal 1","spotify:artist:1Umr5YmJ7qDGiXuk1CfB6C","Pablo De","2022-01-23","https://i.scdn.co/image/ab67616d0000b273b6d3740ad43cb6ffcd12e253","1","4","93675","https://p.scdn.co/mp3-preview/abe98304b1923082bf7de8def252e878142a74d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZFZ32260425","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:1toN9yWJ6i2BoHQ2fcY1Kk","Tall Corn","spotify:artist:0Tgeb9IvD2P7GcwRor3nwV","Derill Pounds","spotify:album:40ErEXGQbnTQrBQ2bCA205","Emotional Rollercoaster Rescue","spotify:artist:0Tgeb9IvD2P7GcwRor3nwV","Derill Pounds","2009-01-01","https://i.scdn.co/image/ab67616d0000b273e03e8d234f0ce2b2c96a9b86","1","16","133826","https://p.scdn.co/mp3-preview/5381ba83f022eafe67fa10de3f0afaea7b25940f?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","ushm20923850","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6t2QyTmnevAzkrwKiGMMgl","Vacant He Wrote","spotify:artist:6SkzFBNAlNiDcCcasmT36a","Ella D. Thompson","spotify:album:2UFi2bC5F99bQJlMfCXJ01","Born on Music","spotify:artist:6SkzFBNAlNiDcCcasmT36a","Ella D. Thompson","2020-11-19","https://i.scdn.co/image/ab67616d0000b273c36a27864c8f3d9ff997e8e4","1","16","150439","","false","0","ITXH42036366","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:0WEyXHYZV3V1blykqjUxzH","Modern Music for Background Music","spotify:artist:7tkAVjyWUAQ4XVsHuHplWG","Calming Music for Cats","spotify:album:36OqwdaWhRqjVMg6PQ3vks","Saxophone Bossa - Background Music for Happy Cat Tuesdays","spotify:artist:7tkAVjyWUAQ4XVsHuHplWG","Calming Music for Cats","2022-09-27","https://i.scdn.co/image/ab67616d0000b2735650dcee9502dcbc803e02bf","1","1","152044","","false","0","QZRCW7665260","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:5LzU7D3oPFJOmZ2Bw6m3FE","Selfish Invitation","spotify:artist:7rl1Z4ezeuGjawIliGCEIb","Hot Rodney","spotify:album:3I4EqVDGpAdIDgFIR5V1FB","Not One Cloud","spotify:artist:7rl1Z4ezeuGjawIliGCEIb","Hot Rodney","2003-06-06","https://i.scdn.co/image/ab67616d0000b2732e4939b2ca8137dc82dc8f48","1","2","200933","https://p.scdn.co/mp3-preview/044aaba7adac2e5c7d1d7fa84b4f69acc10ccb58?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","QZNWQ2388930","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:6Aksoz6VvnjiKTMTqL3KZM","You, Pt. 2","spotify:artist:4k8oOlbaUtlDsiGwFoS7GW","Jay the Icon","spotify:album:58F2SDoJrkRErYG1Y6SYwx","Love Letters","spotify:artist:4k8oOlbaUtlDsiGwFoS7GW","Jay the Icon","2024-02-14","https://i.scdn.co/image/ab67616d0000b273f79d51f13b97aaad41784d50","1","6","203400","https://p.scdn.co/mp3-preview/9432344b05be281be592a51d99cdedcd6194f1c7?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","QZES52439538","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
"spotify:track:424BPVKGsKcPsTdQOYV3vG","Fuga Di Miele","spotify:artist:5GuVM7vcapZ2M0W886mdsE","Djomi","spotify:album:5kBxfFw4slIfrSgStUBP3V","FINALMENTE","spotify:artist:5GuVM7vcapZ2M0W886mdsE","Djomi","2023-10-13","https://i.scdn.co/image/ab67616d0000b2738e0ff7385b1a9858596c8872","1","6","161988","https://p.scdn.co/mp3-preview/bb0ea9aea0fd74e637243eec09e6aa0f54dda7a7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","2","ITE8J2300019","spotify:user:glennpmcdonald","2024-06-03T15:48:57Z"
